Age,2004Est,2005Est,2006Est,2007Est,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
45,156.3686631,156.3686631,156.3686631,156.3686631,156.3686631,150.906703,147.5298659,144.318029,141.1973961,138.2381313,135.5778275,132.7568656,129.969234,127.2511495,125.1579374,122.7433387,120.1652079,118.5619046,116.2584166,114.2802974,112.6677156,110.746484,109.1097122,107.3954569,106.0951548,104.7534118,103.4318203,101.9811655,101.0325397,97.96275313,97.96275313,97.96275313,97.96275313,97.96275313,97.96275313,97.96275313,93.11669811,93.11669811,93.11669811,93.11669811,93.11669811,88.42169624,88.42169624,88.42169624,88.42169624,88.42169624,84.15936273,84.15936273,84.15936273,84.15936273,84.15936273,84.15936273,84.15936273,78.43651294,78.43651294,78.43651294,75.95451961,75.95451961,75.95451961,75.95451961,75.95451961,72.42470505,72.42470505,72.42470505,72.42470505,72.42470505,68.520999,68.520999,68.520999,68.520999,68.520999,65.21233468,65.21233468,65.21233468,65.21233468,65.21233468,61.99832337,61.99832337,61.02800553,61.02800553,60.37987536,59.71891278,59.0579502,58.39698761,57.73602503,57.07506245,56.41409987,55.75313728,55.0921747,54.43121212,53.77024954,53.10928696,52.44832437,51.78736179,51.12639921,50.46543663,49.80447404
46,174.7672149,174.7672149,174.7672149,174.7672149,174.7672149,169.0416556,165.4910129,161.7757713,158.4412579,155.1487211,152.2683892,148.7940534,146.1339211,143.1699141,140.5560778,138.0071105,135.7281022,133.179027,131.1164646,128.5617258,126.8433155,124.6412794,123.1453187,121.1378406,119.5192404,117.833566,116.6483933,115.0265296,113.8621264,110.2281197,110.2281197,110.2281197,110.2281197,110.2281197,110.2281197,110.2281197,104.8499663,104.8499663,104.8499663,104.8499663,104.8499663,99.73045203,99.73045203,99.73045203,99.73045203,99.73045203,94.80621837,94.80621837,94.80621837,94.80621837,94.80621837,94.80621837,94.80621837,88.40704465,88.40704465,88.40704465,85.64208359,85.64208359,85.64208359,85.64208359,85.64208359,81.49488439,81.49488439,81.49488439,81.49488439,81.49488439,77.35371896,77.35371896,77.35371896,77.35371896,77.35371896,73.53597966,73.53597966,73.53597966,73.53597966,73.53597966,69.72101251,69.72101251,68.56204454,68.56204454,67.83820514,67.06411243,66.29001971,65.515927,64.74183428,63.96774156,63.19364885,62.41955613,61.64546342,60.8713707,60.09727798,59.32318527,58.54909255,57.77499984,57.00090712,56.2268144,55.45272169
47,195.6810399,195.6810399,195.6810399,195.6810399,195.6810399,189.3148167,185.748311,181.7579221,178.3172876,174.6642086,171.6284624,168.2312824,165.0297422,162.1737538,159.2202179,156.3313047,153.93993,151.4489368,148.9907163,146.5390687,144.0692828,142.0158329,139.8566218,138.1640283,136.4710581,134.4965729,133.1009199,131.4649174,130.065747,125.9556519,125.9556519,125.9556519,125.9556519,125.9556519,125.9556519,125.9556519,119.7576364,119.7576364,119.7576364,119.7576364,119.7576364,113.7318782,113.7318782,113.7318782,113.7318782,113.7318782,108.0124532,108.0124532,108.0124532,108.0124532,108.0124532,108.0124532,108.0124532,100.7532201,100.7532201,100.7532201,97.95251736,97.95251736,97.95251736,97.95251736,97.95251736,92.96412703,92.96412703,92.96412703,92.96412703,92.96412703,88.43136366,88.43136366,88.43136366,88.43136366,88.43136366,83.87328491,83.87328491,83.87328491,83.87328491,83.87328491,79.68821984,79.68821984,78.17027921,78.17027921,77.34770861,76.44892461,75.5501406,74.6513566,73.7525726,72.85378859,71.95500459,71.05622059,70.15743658,69.25865258,68.35986858,67.46108457,66.56230057,65.66351656,64.76473256,63.86594856,62.96716455
48,216.3027957,216.3027957,216.3027957,216.3027957,216.3027957,209.6838266,205.8129501,202.2365997,198.8655576,195.0661465,191.9385797,188.5271397,185.4806283,182.5578064,179.3180548,176.5825104,173.6759754,171.0489487,168.4013683,166.0608616,163.7774842,161.1644877,159.534708,157.0593654,155.3239321,153.4486696,151.6103805,149.7694214,148.3007675,143.7267863,143.7267863,143.7267863,143.7267863,143.7267863,143.7267863,143.7267863,136.7087013,136.7087013,136.7087013,136.7087013,136.7087013,129.9169332,129.9169332,129.9169332,129.9169332,129.9169332,123.3896453,123.3896453,123.3896453,123.3896453,123.3896453,123.3896453,123.3896453,115.023351,115.023351,115.023351,111.4338314,111.4338314,111.4338314,111.4338314,111.4338314,106.0588731,106.0588731,106.0588731,106.0588731,106.0588731,100.5366763,100.5366763,100.5366763,100.5366763,100.5366763,95.80391303,95.80391303,95.80391303,95.80391303,95.80391303,91.26287867,91.26287867,89.22490265,89.22490265,88.59472078,87.61993585,86.64515091,85.67036597,84.69558104,83.7207961,82.74601117,81.77122623,80.79644129,79.82165636,78.84687142,77.87208648,76.89730155,75.92251661,74.94773168,73.97294674,72.9981618
49,234.9120641,234.9120641,234.9120641,234.9120641,234.9120641,228.5722357,224.6154055,220.59521,217.0543301,213.4792673,210.1775486,206.5041407,203.5476662,200.3734528,197.2815602,194.460998,191.5251238,188.7588651,185.7586623,183.3277512,181.0539762,178.6157805,176.0668134,174.1150694,171.7129947,170.0495938,168.0151571,166.2901908,164.2675377,159.6581387,159.6581387,159.6581387,159.6581387,159.6581387,159.6581387,159.6581387,151.3244542,151.3244542,151.3244542,151.3244542,151.3244542,143.7862825,143.7862825,143.7862825,143.7862825,143.7862825,136.8817289,136.8817289,136.8817289,136.8817289,136.8817289,136.8817289,136.8817289,127.4010602,127.4010602,127.4010602,123.3787983,123.3787983,123.3787983,123.3787983,123.3787983,117.4097034,117.4097034,117.4097034,117.4097034,117.4097034,111.5703161,111.5703161,111.5703161,111.5703161,111.5703161,106.3426222,106.3426222,106.3426222,106.3426222,106.3426222,101.0090492,101.0090492,99.11029293,99.11029293,98.26904394,97.18297955,96.09691517,95.01085078,93.92478639,92.83872201,91.75265762,90.66659323,89.58052885,88.49446446,87.40840007,86.32233568,85.2362713,84.15020691,83.06414252,81.97807814,80.89201375
50,253.7196325,253.7196325,253.7196325,253.7196325,253.7196325,246.7352711,242.7218818,238.4471019,234.5274857,230.8321143,226.8540919,223.2194514,219.8262991,216.4732075,213.339931,210.0693839,206.9361775,204.0554074,200.9109174,198.0854144,195.4952841,192.7080512,190.2901727,187.9999675,185.5253149,183.3495385,181.4142106,179.4946462,177.6164736,172.2680952,172.2680952,172.2680952,172.2680952,172.2680952,172.2680952,172.2680952,163.6391313,163.6391313,163.6391313,163.6391313,163.6391313,155.5074436,155.5074436,155.5074436,155.5074436,155.5074436,147.4821674,147.4821674,147.4821674,147.4821674,147.4821674,147.4821674,147.4821674,137.8267154,137.8267154,137.8267154,133.6572739,133.6572739,133.6572739,133.6572739,133.6572739,126.8556859,126.8556859,126.8556859,126.8556859,126.8556859,120.6499396,120.6499396,120.6499396,120.6499396,120.6499396,114.7791641,114.7791641,114.7791641,114.7791641,114.7791641,109.2210496,109.2210496,106.6495583,106.6495583,105.8838008,104.6789101,103.4740194,102.2691287,101.064238,99.85934727,98.65445657,97.44956587,96.24467516,95.03978446,93.83489376,92.63000306,91.42511236,90.22022166,89.01533096,87.81044026,86.60554956
51,273.6731039,273.6731039,273.6731039,273.6731039,273.6731039,266.3070132,262.2244651,257.1843636,253.2572198,249.1891377,244.8843973,241.1300123,237.568781,233.8249817,230.0706615,226.5525706,223.7547089,220.3277685,217.0440686,213.9810038,210.8942784,208.1615516,205.3813005,202.7401768,200.452512,198.236071,195.7204818,193.9629632,191.666228,186.014107,186.014107,186.014107,186.014107,186.014107,186.014107,186.014107,176.5051556,176.5051556,176.5051556,176.5051556,176.5051556,167.960815,167.960815,167.960815,167.960815,167.960815,159.5246627,159.5246627,159.5246627,159.5246627,159.5246627,159.5246627,159.5246627,148.5940291,148.5940291,148.5940291,144.2079631,144.2079631,144.2079631,144.2079631,144.2079631,137.1919542,137.1919542,137.1919542,137.1919542,137.1919542,130.6243637,130.6243637,130.6243637,130.6243637,130.6243637,123.9337141,123.9337141,123.9337141,123.9337141,123.9337141,117.68118,117.68118,115.4686188,115.4686188,114.26002,112.9319275,111.6038351,110.2757426,108.9476502,107.6195577,106.2914653,104.9633728,103.6352804,102.3071879,100.9790955,99.651003,98.32291055,96.9948181,95.66672565,94.3386332,93.01054075
52,295.5996676,295.5996676,295.5996676,295.5996676,295.5996676,288.1741672,283.7329711,278.8889993,274.44938,269.6235535,265.5900704,261.4882752,257.2807242,252.9293237,249.2618016,245.7459244,241.8807318,238.4699348,235.2245356,231.9601412,228.5677715,225.7799672,222.4956554,220.0162937,216.9312873,214.4116213,211.8898173,209.7511427,207.8578514,201.466427,201.466427,201.466427,201.466427,201.466427,201.466427,201.466427,191.3958391,191.3958391,191.3958391,191.3958391,191.3958391,181.8719761,181.8719761,181.8719761,181.8719761,181.8719761,173.0846516,173.0846516,173.0846516,173.0846516,173.0846516,173.0846516,173.0846516,161.0163333,161.0163333,161.0163333,156.0616927,156.0616927,156.0616927,156.0616927,156.0616927,148.4659231,148.4659231,148.4659231,148.4659231,148.4659231,141.2932711,141.2932711,141.2932711,141.2932711,141.2932711,134.1997897,134.1997897,134.1997897,134.1997897,134.1997897,127.6045637,127.6045637,125.1012002,125.1012002,123.8907117,122.477313,121.0639142,119.6505155,118.2371168,116.823718,115.4103193,113.9969205,112.5835218,111.1701231,109.7567243,108.3433256,106.9299268,105.5165281,104.1031293,102.6897306,101.2763319
53,320.1687376,320.1687376,320.1687376,320.1687376,320.1687376,312.0050681,307.5916899,303.0003704,298.3318218,293.2537348,288.3809925,283.8759783,279.2768337,275.0247929,270.9238802,266.9214067,263.0084133,259.4809068,255.8995396,252.2353623,248.7400968,245.2896366,241.9489606,238.9312977,236.0196726,233.3205194,230.3429733,227.7392866,225.6255634,219.0785116,219.0785116,219.0785116,219.0785116,219.0785116,219.0785116,219.0785116,208.0325232,208.0325232,208.0325232,208.0325232,208.0325232,197.4959801,197.4959801,197.4959801,197.4959801,197.4959801,187.8149439,187.8149439,187.8149439,187.8149439,187.8149439,187.8149439,187.8149439,175.2146322,175.2146322,175.2146322,169.9185307,169.9185307,169.9185307,169.9185307,169.9185307,161.3375416,161.3375416,161.3375416,161.3375416,161.3375416,153.4922635,153.4922635,153.4922635,153.4922635,153.4922635,145.7804654,145.7804654,145.7804654,145.7804654,145.7804654,138.7542211,138.7542211,135.7275563,135.7275563,134.5444597,133.0044143,131.464369,129.9243236,128.3842782,126.8442329,125.3041875,123.7641421,122.2240968,120.6840514,119.144006,117.6039607,116.0639153,114.5238699,112.9838246,111.4437792,109.9037338
54,348.685754,348.685754,348.685754,348.685754,348.685754,339.452531,334.7459986,330.1185041,325.0262798,320.2483878,314.9542276,309.9211528,305.0931744,300.5673508,295.7912092,291.062506,286.9465074,283.0667573,279.0558683,275.0864747,271.5002033,267.5175804,264.0543382,260.7482722,257.6141711,254.5738434,251.5214503,248.3940747,245.930217,238.9676597,238.9676597,238.9676597,238.9676597,238.9676597,238.9676597,238.9676597,227.0809792,227.0809792,227.0809792,227.0809792,227.0809792,215.7684058,215.7684058,215.7684058,215.7684058,215.7684058,204.9732629,204.9732629,204.9732629,204.9732629,204.9732629,204.9732629,204.9732629,191.1130069,191.1130069,191.1130069,185.2839303,185.2839303,185.2839303,185.2839303,185.2839303,176.1991929,176.1991929,176.1991929,176.1991929,176.1991929,167.3339601,167.3339601,167.3339601,167.3339601,167.3339601,159.2094885,159.2094885,159.2094885,159.2094885,159.2094885,151.2008231,151.2008231,148.4656453,148.4656453,147.0432748,145.3914241,143.7395733,142.0877225,140.4358717,138.7840209,137.1321702,135.4803194,133.8284686,132.1766178,130.524767,128.8729163,127.2210655,125.5692147,123.9173639,122.2655131,120.6136624
55,381.1888258,381.1888258,381.1888258,381.1888258,381.1888258,370.5890958,365.224317,360.1603552,354.9762362,349.5511106,344.8681559,338.5768726,333.5386234,328.3341092,323.3923375,318.4967643,313.971071,309.3242868,305.0504963,301.0281268,296.6734931,293.0030418,288.9490491,285.0738999,281.6764014,278.0112332,275.1370445,272.31256,269.0901287,261.4647904,261.4647904,261.4647904,261.4647904,261.4647904,261.4647904,261.4647904,248.2176563,248.2176563,248.2176563,248.2176563,248.2176563,235.6409004,235.6409004,235.6409004,235.6409004,235.6409004,224.2944119,224.2944119,224.2944119,224.2944119,224.2944119,224.2944119,224.2944119,208.7266216,208.7266216,208.7266216,202.5306027,202.5306027,202.5306027,202.5306027,202.5306027,192.6125895,192.6125895,192.6125895,192.6125895,192.6125895,183.2301776,183.2301776,183.2301776,183.2301776,183.2301776,173.9224844,173.9224844,173.9224844,173.9224844,173.9224844,165.5694984,165.5694984,161.8438868,161.8438868,160.4424731,158.5910878,156.7397025,154.8883172,153.0369319,151.1855466,149.3341613,147.482776,145.6313907,143.7800054,141.9286201,140.0772348,138.2258495,136.3744642,134.5230789,132.6716936,130.8203083
56,413.9611513,413.9611513,413.9611513,413.9611513,413.9611513,401.5809141,394.9543896,389.1552123,384.0399937,378.8624287,373.136196,367.3273303,361.754861,356.0360394,350.477585,345.3642923,340.3565289,335.3952658,330.4112409,326.1630946,321.8796175,317.1249708,313.096217,309.4379711,305.3445734,301.5530841,297.7990667,294.5449951,291.6428132,282.9790302,282.9790302,282.9790302,282.9790302,282.9790302,282.9790302,282.9790302,268.9788517,268.9788517,268.9788517,268.9788517,268.9788517,255.2974215,255.2974215,255.2974215,255.2974215,255.2974215,243.1250265,243.1250265,243.1250265,243.1250265,243.1250265,243.1250265,243.1250265,226.512703,226.512703,226.512703,219.4397531,219.4397531,219.4397531,219.4397531,219.4397531,208.8685858,208.8685858,208.8685858,208.8685858,208.8685858,198.3943797,198.3943797,198.3943797,198.3943797,198.3943797,188.4420792,188.4420792,188.4420792,188.4420792,188.4420792,179.0592888,179.0592888,175.5647508,175.5647508,173.8653445,171.8718631,169.8783817,167.8849003,165.8914188,163.8979374,161.904456,159.9109745,157.9174931,155.9240117,153.9305302,151.9370488,149.9435674,147.950086,145.9566045,143.9631231,141.9696417
57,445.3478092,445.3478092,445.3478092,445.3478092,445.3478092,430.8016196,422.955691,416.2718474,410.2824276,404.651338,398.8129328,393.4205197,387.2648307,381.5053576,375.4731264,369.6370836,364.4355115,359.3557731,353.9792447,348.8498382,344.6180121,340.0073876,335.5052571,331.2751332,327.1356898,322.9765068,319.3638312,315.663747,312.2413962,302.7513719,302.7513719,302.7513719,302.7513719,302.7513719,302.7513719,302.7513719,288.3939666,288.3939666,288.3939666,288.3939666,288.3939666,273.6277333,273.6277333,273.6277333,273.6277333,273.6277333,260.3245881,260.3245881,260.3245881,260.3245881,260.3245881,260.3245881,260.3245881,242.5820764,242.5820764,242.5820764,234.9310732,234.9310732,234.9310732,234.9310732,234.9310732,223.5304155,223.5304155,223.5304155,223.5304155,223.5304155,212.4714707,212.4714707,212.4714707,212.4714707,212.4714707,201.8504364,201.8504364,201.8504364,201.8504364,201.8504364,191.9934126,191.9934126,187.8361361,187.8361361,186.2114606,184.0751922,181.9389238,179.8026554,177.6663869,175.5301185,173.3938501,171.2575817,169.1213133,166.9850448,164.8487764,162.712508,160.5762396,158.4399712,156.3037027,154.1674343,152.0311659
58,481.3500301,481.3500301,481.3500301,481.3500301,481.3500301,464.4991884,453.8899856,446.191734,438.8754436,432.7000371,427.0591608,421.2784886,414.8790126,409.1017678,402.8729987,396.7000176,390.7693571,385.2068157,379.8130252,374.2200136,369.1695431,364.5203145,359.8279977,354.9130328,350.7345092,346.3205437,342.3616405,338.5248717,334.9387893,324.8210696,324.8210696,324.8210696,324.8210696,324.8210696,324.8210696,324.8210696,309.0158463,309.0158463,309.0158463,309.0158463,309.0158463,293.8727315,293.8727315,293.8727315,293.8727315,293.8727315,279.1452202,279.1452202,279.1452202,279.1452202,279.1452202,279.1452202,279.1452202,260.036561,260.036561,260.036561,252.3016997,252.3016997,252.3016997,252.3016997,252.3016997,239.6466872,239.6466872,239.6466872,239.6466872,239.6466872,227.6955905,227.6955905,227.6955905,227.6955905,227.6955905,216.5003924,216.5003924,216.5003924,216.5003924,216.5003924,205.8821672,205.8821672,201.6090766,201.6090766,199.8588458,197.5927643,195.3266827,193.0606012,190.7945197,188.5284381,186.2623566,183.9962751,181.7301936,179.464112,177.1980305,174.931949,172.6658674,170.3997859,168.1337044,165.8676228,163.6015413
59,529.0894915,529.0894915,529.0894915,529.0894915,529.0894915,508.7318848,496.1570784,485.498339,476.8155453,469.5952299,463.2903639,456.9075346,450.6895682,444.3158044,438.0528762,430.964862,424.8639401,418.4407072,413.010499,407.2049357,401.5513594,395.9684802,390.9158191,386.0527508,381.1955535,376.8063517,372.2601016,367.9697364,364.0015373,353.1366847,353.1366847,353.1366847,353.1366847,353.1366847,353.1366847,353.1366847,335.7768375,335.7768375,335.7768375,335.7768375,335.7768375,319.2215057,319.2215057,319.2215057,319.2215057,319.2215057,303.1942762,303.1942762,303.1942762,303.1942762,303.1942762,303.1942762,303.1942762,282.562334,282.562334,282.562334,273.9820362,273.9820362,273.9820362,273.9820362,273.9820362,260.5179871,260.5179871,260.5179871,260.5179871,260.5179871,247.6785567,247.6785567,247.6785567,247.6785567,247.6785567,235.2860504,235.2860504,235.2860504,235.2860504,235.2860504,223.8311625,223.8311625,219.1232537,219.1232537,217.1591756,214.6781907,212.1972058,209.716221,207.2352361,204.7542513,202.2732664,199.7922815,197.3112967,194.8303118,192.349327,189.8683421,187.3873572,184.9063724,182.4253875,179.9444027,177.4634178
60,587.8840318,587.8840318,587.8840318,587.8840318,587.8840318,565.5657755,550.0957865,537.0298891,525.5554519,516.9677614,508.598935,501.645105,495.1373365,488.4733492,481.8484205,474.9651684,467.5803577,460.9850398,454.3237822,448.135528,442.0298966,436.0264982,430.3823079,424.9369872,419.6031001,414.8261347,409.9648701,405.1902947,400.7331461,388.8615503,388.8615503,388.8615503,388.8615503,388.8615503,388.8615503,388.8615503,369.656701,369.656701,369.656701,369.656701,369.656701,351.2266017,351.2266017,351.2266017,351.2266017,351.2266017,333.7002365,333.7002365,333.7002365,333.7002365,333.7002365,333.7002365,333.7002365,311.0434197,311.0434197,311.0434197,301.5002008,301.5002008,301.5002008,301.5002008,301.5002008,286.6308669,286.6308669,286.6308669,286.6308669,286.6308669,272.6922818,272.6922818,272.6922818,272.6922818,272.6922818,259.3495513,259.3495513,259.3495513,259.3495513,259.3495513,246.3825788,246.3825788,241.2838585,241.2838585,239.2177656,236.4892578,233.76075,231.0322421,228.3037343,225.5752265,222.8467187,220.1182109,217.389703,214.6611952,211.9326874,209.2041796,206.4756717,203.7471639,201.0186561,198.2901483,195.5616404
61,655.1238968,655.1238968,655.1238968,655.1238968,655.1238968,629.9861639,612.9109709,596.7662457,582.7728846,570.7833981,561.1319043,552.3688124,545.0488349,537.745094,530.7582222,523.7334346,516.4019455,508.3744622,501.1211161,494.1188984,487.7335792,481.2584098,474.6362806,468.7241025,462.8829476,457.5923671,451.9963931,446.9778125,442.3808722,428.787624,428.787624,428.787624,428.787624,428.787624,428.787624,428.787624,407.8449086,407.8449086,407.8449086,407.8449086,407.8449086,387.5859404,387.5859404,387.5859404,387.5859404,387.5859404,368.1142333,368.1142333,368.1142333,368.1142333,368.1142333,368.1142333,368.1142333,343.1533942,343.1533942,343.1533942,332.7977419,332.7977419,332.7977419,332.7977419,332.7977419,316.398032,316.398032,316.398032,316.398032,316.398032,300.6524614,300.6524614,300.6524614,300.6524614,300.6524614,285.7559792,285.7559792,285.7559792,285.7559792,285.7559792,271.8709315,271.8709315,266.4002664,266.4002664,263.9586872,260.9761827,257.9936781,255.0111736,252.028669,249.0461645,246.0636599,243.0811554,240.0986508,237.1161463,234.1336418,231.1511372,228.1686327,225.1861281,222.2036236,219.221119,216.2386145
62,725.0197733,725.0197733,725.0197733,725.0197733,725.0197733,700.8496924,682.0344849,664.3608551,647.0423663,632.4449056,619.0699913,608.8697356,600.204948,591.6690281,584.0307798,576.6022968,568.7994278,560.7030256,552.9548134,545.1302415,537.4517806,530.5465874,523.6466144,516.5811958,510.1813978,504.1578536,498.506756,492.7638868,487.4342187,472.5569885,472.5569885,472.5569885,472.5569885,472.5569885,472.5569885,472.5569885,448.7974282,448.7974282,448.7974282,448.7974282,448.7974282,427.2253179,427.2253179,427.2253179,427.2253179,427.2253179,406.0110615,406.0110615,406.0110615,406.0110615,406.0110615,406.0110615,406.0110615,378.1688179,378.1688179,378.1688179,366.7299909,366.7299909,366.7299909,366.7299909,366.7299909,348.3791678,348.3791678,348.3791678,348.3791678,348.3791678,331.3497137,331.3497137,331.3497137,331.3497137,331.3497137,315.0645586,315.0645586,315.0645586,315.0645586,315.0645586,299.5179432,299.5179432,293.6838785,293.6838785,290.9672122,287.6821262,284.3970401,281.1119541,277.826868,274.541782,271.2566959,267.9716099,264.6865239,261.4014378,258.1163518,254.8312657,251.5461797,248.2610937,244.9760076,241.6909216,238.4058355
63,797.553776,797.553776,797.553776,797.553776,797.553776,773.2644189,755.978826,736.1296625,717.3654973,699.1189829,683.3426655,669.4050983,658.9150633,648.9012921,640.5425772,632.5184647,624.3151782,615.9326088,607.5380766,598.7754029,591.0603031,582.6534149,575.1785194,568.0466467,560.732287,553.8394089,547.628178,541.8676341,535.7462985,519.3480494,519.3480494,519.3480494,519.3480494,519.3480494,519.3480494,519.3480494,493.1169098,493.1169098,493.1169098,493.1169098,493.1169098,469.7196337,469.7196337,469.7196337,469.7196337,469.7196337,446.1394546,446.1394546,446.1394546,446.1394546,446.1394546,446.1394546,446.1394546,415.7694598,415.7694598,415.7694598,402.9282713,402.9282713,402.9282713,402.9282713,402.9282713,382.9862911,382.9862911,382.9862911,382.9862911,382.9862911,363.9526839,363.9526839,363.9526839,363.9526839,363.9526839,346.1504542,346.1504542,346.1504542,346.1504542,346.1504542,328.8563922,328.8563922,322.2680121,322.2680121,319.4120147,315.7834785,312.1549424,308.5264063,304.8978702,301.269334,297.6407979,294.0122618,290.3837256,286.7551895,283.1266534,279.4981173,275.8695811,272.241045,268.6125089,264.9839727,261.3554366
64,869.8590665,869.8590665,869.8590665,869.8590665,869.8590665,844.4911955,827.7556356,810.3797269,789.3354248,769.8150336,750.5422752,734.633202,719.7992828,708.1294186,697.8911736,688.8336441,680.4400834,671.4814373,662.8051065,653.854183,644.8292565,636.0266613,627.8538813,620.0384314,612.441835,604.8707542,597.4619689,591.0493723,585.153966,567.3005518,567.3005518,567.3005518,567.3005518,567.3005518,567.3005518,567.3005518,539.1493733,539.1493733,539.1493733,539.1493733,539.1493733,512.46485,512.46485,512.46485,512.46485,512.46485,487.0144545,487.0144545,487.0144545,487.0144545,487.0144545,487.0144545,487.0144545,453.4116154,453.4116154,453.4116154,439.8671691,439.8671691,439.8671691,439.8671691,439.8671691,418.5172532,418.5172532,418.5172532,418.5172532,418.5172532,397.3955734,397.3955734,397.3955734,397.3955734,397.3955734,377.7712823,377.7712823,377.7712823,377.7712823,377.7712823,359.2051223,359.2051223,351.9772522,351.9772522,348.7855067,344.8312025,340.8768984,336.9225943,332.9682901,329.013986,325.0596818,321.1053777,317.1510736,313.1967694,309.2424653,305.2881612,301.333857,297.3795529,293.4252488,289.4709446,285.5166405
65,945.5138253,945.5138253,945.5138253,945.5138253,945.5138253,919.9413141,903.5764692,885.8792905,867.7102945,846.0013554,825.2937243,804.989811,788.102273,772.6272558,760.8937501,749.7930064,740.3063417,731.1812129,722.1925756,712.5815426,703.5335212,693.9180424,684.3898581,675.9005668,667.6681303,659.784141,651.6928449,643.9842612,637.5888541,618.5181007,618.5181007,618.5181007,618.5181007,618.5181007,618.5181007,618.5181007,587.3678698,587.3678698,587.3678698,587.3678698,587.3678698,558.8586545,558.8586545,558.8586545,558.8586545,558.8586545,531.011779,531.011779,531.011779,531.011779,531.011779,531.011779,531.011779,494.5261607,494.5261607,494.5261607,479.5257604,479.5257604,479.5257604,479.5257604,479.5257604,455.5121457,455.5121457,455.5121457,455.5121457,455.5121457,433.2124811,433.2124811,433.2124811,433.2124811,433.2124811,411.8601498,411.8601498,411.8601498,411.8601498,411.8601498,391.5535671,391.5535671,383.4927948,383.4927948,380.1164624,375.7943157,371.472169,367.1500223,362.8278756,358.5057289,354.1835822,349.8614355,345.5392888,341.2171421,336.8949954,332.5728487,328.2507019,323.9285552,319.6064085,315.2842618,310.9621151
66,1027.472279,1027.472279,1027.472279,1027.472279,1027.472279,999.0986531,983.1005479,966.4551059,947.6863987,928.7473593,905.408075,884.086715,862.7408592,845.1763821,829.0367679,816.3192873,805.163772,794.9400643,784.995326,775.6157676,765.7715328,755.7811619,745.7667149,736.1452489,727.0136792,718.513735,710.0588997,701.8573626,694.3014193,673.6095932,673.6095932,673.6095932,673.6095932,673.6095932,673.6095932,673.6095932,639.8443064,639.8443064,639.8443064,639.8443064,639.8443064,608.0833571,608.0833571,608.0833571,608.0833571,608.0833571,578.1975784,578.1975784,578.1975784,578.1975784,578.1975784,578.1975784,578.1975784,538.3939397,538.3939397,538.3939397,522.4265418,522.4265418,522.4265418,522.4265418,522.4265418,496.4116738,496.4116738,496.4116738,496.4116738,496.4116738,471.8505434,471.8505434,471.8505434,471.8505434,471.8505434,448.6377545,448.6377545,448.6377545,448.6377545,448.6377545,426.7536384,426.7536384,418.0887937,418.0887937,414.362381,409.6856856,405.0089902,400.3322948,395.6555993,390.9789039,386.3022085,381.6255131,376.9488176,372.2721222,367.5954268,362.9187314,358.242036,353.5653405,348.8886451,344.2119497,339.5352543
67,1114.499275,1114.499275,1114.499275,1114.499275,1114.499275,1081.760829,1064.274192,1047.329809,1029.456983,1010.189395,990.1136305,966.0281819,943.4646319,921.8550968,903.2744814,886.4290857,872.9852749,860.8786026,850.4726329,839.9721646,829.9033082,819.5507149,809.386339,798.6876851,788.7129289,779.1623097,770.6150101,761.7948415,753.6967633,731.2342147,731.2342147,731.2342147,731.2342147,731.2342147,731.2342147,731.2342147,694.1220048,694.1220048,694.1220048,694.1220048,694.1220048,659.6370558,659.6370558,659.6370558,659.6370558,659.6370558,627.6623043,627.6623043,627.6623043,627.6623043,627.6623043,627.6623043,627.6623043,583.5300735,583.5300735,583.5300735,567.2327394,567.2327394,567.2327394,567.2327394,567.2327394,538.9584027,538.9584027,538.9584027,538.9584027,538.9584027,512.3190944,512.3190944,512.3190944,512.3190944,512.3190944,486.6613385,486.6613385,486.6613385,486.6613385,486.6613385,462.6754161,462.6754161,453.3496509,453.3496509,449.1033904,443.9652491,438.8271079,433.6889666,428.5508253,423.4126841,418.2745428,413.1364015,407.9982603,402.860119,397.7219777,392.5838365,387.4456952,382.3075539,377.1694127,372.0312714,366.8931301
